,UniprotID,GO.annotation.,X.1,Notes,Hcategory,Mcategory,Lcategory,category,Chebicategory,decision,importantCategory
670,P51164,GO:0008900; F:potassium:proton exchanging ATPase activity; TAS:ProtInc.,Cation,X,NA,NA,NA,NA,NA,NA,
671,Q86LG1,GO:0005272; F:sodium channel activity; ISS:FlyBase.,,X,,1.C inorganic cation,,1.C inorganic cation*ISS:FlyBase.,1.C inorganic cation,1.C inorganic cation,
672,Q9P7B3,GO:0008324; F:cation transmembrane transporter activity; ISM:PomBase.,1.C. Cation,X,,unspecificed cation,,unspecificed cation*ISM:PomBase.,unspecificed cation,unspecificed cation,
673,Q9NTG1,"GO:0005262; F:calcium channel activity; IBA:GO_Central, GO:0005509; F:calcium ion binding; IEA:InterPro.",1.C. Cation,X,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
674,Q0WML0,"GO:0005215; F:transporter activity; ISS:TAIR, GO:0005524; F:ATP binding; IEA:UniProtKB-KW, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IEA:InterPro.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
675,Q9UBL6,GO:0005215; F:transporter activity; TAS:ProtInc.,1.C. Cation,X,NA,NA,NA,NA,NA,NA,
676,Q6H3Z6,GO:0051980; F:iron-nicotianamine transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,X,,4.B dicarboxylic acid,,4.B dicarboxylic acid*IBA:GO_Central.,4.B dicarboxylic acid,4.B dicarboxylic acid,
677,Q9FHX2,GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,X,NA,NA,NA,NA,NA,NA,
678,P77228,GO:0015293; F:symporter activity; IEA:UniProtKB-KW.,1.C. Cation,X,NA,NA,NA,NA,NA,NA,
679,P0AAH4,"GO:0005524; F:ATP binding; IMP:EcoCyc, GO:0015489; F:putrescine transmembrane transporter activity; IMP:EcoCyc, GO:0016887; F:ATPase activity; IEA:InterPro.",1.C. Cation,X,5.E polyamin,,,5.E polyamin*IMP:EcoCyc,5.E polyamin,5.E polyamin,
680,P0ABA0,"GO:0046933; F:proton-transporting ATP synthase activity, rotational mechanism; IMP:EcoCyc, GO:0046961; F:proton-transporting ATPase activity, rotational mechanism; IMP:EcoCyc.",1.C. Cation,X,1.C inorganic cation,,,1.C inorganic cation*IMP:EcoCyc.,1.C inorganic cation,1.C inorganic cation,
681,P55916,"GO:0017077; F:oxidative phosphorylation uncoupler activity; IBA:GO_Central, GO:0005215; F:transporter activity; TAS:ProtInc.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
682,O95847,GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,X,NA,NA,NA,NA,NA,NA,
683,Q15904,"GO:0017137; F:Rab GTPase binding; ISS:UniProtKB, GO:0005215; F:transporter activity; TAS:ProtInc, GO:0005524; F:ATP binding; IEA:UniProtKB-KW, GO:0046933; F:proton-transporting ATP synthase activity, rotational mechanism; IEA:InterPro, GO:0046961; F:proton-transporting ATPase activity, rotational mechanism; IEA:InterPro.",1.C. Cation,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
684,P03928,"GO:0022857; F:transmembrane transporter activity; IC:UniProtKB, GO:0015078; F:proton transmembrane transporter activity; IEA:InterPro.",1.C. Cation,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
685,P36542,"GO:0003723; F:RNA binding; HDA:UniProtKB, GO:0022857; F:transmembrane transporter activity; IC:UniProtKB, GO:0046933; F:proton-transporting ATP synthase activity, rotational mechanism; IEA:InterPro.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
686,P48047,"GO:0016887; F:ATPase activity; IDA:UniProtKB, GO:0008144; F:drug binding; IDA:UniProtKB, GO:0022857; F:transmembrane transporter activity; IC:UniProtKB, GO:0005215; F:transporter activity; NAS:ProtInc, GO:0046933; F:proton-transporting ATP synthase activity, rotational mechanism; IEA:InterPro.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
687,Q96252,"GO:0008270; F:zinc ion binding; IDA:TAIR, GO:0046933; F:proton-transporting ATP synthase activity, rotational mechanism; IEA:InterPro.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
688,P56385,"GO:0022857; F:transmembrane transporter activity; IC:UniProtKB, GO:0015078; F:proton transmembrane transporter activity; IEA:InterPro.",1.C. Cation,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
689,Q96251,"GO:0050897; F:cobalt ion binding; IDA:TAIR, GO:0008270; F:zinc ion binding; IDA:TAIR, GO:0046933; F:proton-transporting ATP synthase activity, rotational mechanism; IEA:InterPro.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
690,P29418,"GO:0016887; F:ATPase activity; IMP:RGD, GO:0046933; F:proton-transporting ATP synthase activity, rotational mechanism; IEA:InterPro.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
691,Q9FT52,"GO:0005507; F:copper ion binding; IDA:TAIR, GO:0003735; F:structural constituent of ribosome; IDA:CAFA, GO:0008270; F:zinc ion binding; IDA:TAIR, GO:0016787; F:hydrolase activity; IEA:UniProtKB-KW, GO:0015078; F:proton transmembrane transporter activity; IEA:InterPro.",1.C. Cation,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
692,O75964,"GO:0022857; F:transmembrane transporter activity; IC:UniProtKB, GO:0015078; F:proton transmembrane transporter activity; IEA:InterPro.",1.C. Cation,X,,,1.C inorganic cation,1.C inorganic cation*IEA:InterPro.,1.C inorganic cation,1.C inorganic cation,
693,P0ABV2,"GO:0042802; F:identical protein binding; IPI:IntAct, GO:0031992; F:energy transducer activity; IMP:EcoCyc, GO:0022857; F:transmembrane transporter activity; IEA:InterPro.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
694,C0HJJ0,"GO:0017080; F:sodium channel regulator activity; IBA:GO_Central, GO:0005216; F:ion channel activity; IEA:InterPro.",1.C. Cation,X,,,1.A Nonselective,1.A Nonselective*IEA:InterPro.,1.A Nonselective,1.A Nonselective,
695,P61022,"GO:0005509; F:calcium ion binding; ISS:UniProtKB, GO:0048306; F:calcium-dependent protein binding; ISS:UniProtKB, GO:0019900; F:kinase binding; ISS:UniProtKB, GO:0008017; F:microtubule binding; ISS:UniProtKB, GO:0005215; F:transporter activity; ISS:UniProtKB, GO:0004860; F:protein kinase inhibitor activity; IEA:UniProtKB-KW.",1.C. Cation,X,NA,NA,NA,NA,NA,NA,
696,Q9LT68,"GO:0015297; F:antiporter activity; IDA:UniProtKB, GO:0050833; F:pyruvate transmembrane transporter activity; IMP:TAIR.",1.C. Cation,X,2.A organic anion,,,2.A organic anion*IMP:TAIR.,2.A organic anion,2.A organic anion,
697,G5EF60,"GO:0005246; F:calcium channel regulator activity; IDA:WormBase, GO:0042802; F:identical protein binding; IPI:IntAct, GO:0005509; F:calcium ion binding; ISS:WormBase, GO:0005262; F:calcium channel activity; IEA:UniProtKB-KW.",1.C. Cation,X,,,1.C inorganic cation,1.C inorganic cation*IEA:UniProtKB-KW.,1.C inorganic cation,1.C inorganic cation,
698,Q944H5,"GO:0016530; F:metallochaperone activity; IGI:UniProtKB, GO:0005215; F:transporter activity; ISS:UniProtKB, GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.",1.C. Cations,X,NA,NA,NA,NA,NA,NA,
699,P53320,"GO:0030170; F:pyridoxal phosphate binding; IDA:SGD, GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.",1.C. Cations,X,NA,NA,NA,NA,NA,NA,
700,Q9VMK1,"GO:0017077; F:oxidative phosphorylation uncoupler activity; ISS:FlyBase, GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.",1.C. Cations,X,NA,NA,NA,NA,NA,NA,
701,O95258,GO:0022857; F:transmembrane transporter activity; IBA:GO_Central.,1.C. Cations,X,NA,NA,NA,NA,NA,NA,
702,Q7K566,GO:0022857; F:transmembrane transporter activity; ISS:FlyBase.,1.C. Cations,X,NA,NA,NA,NA,NA,NA,
703,A4FUN9,GO:0005261; F:cation channel activity; IBA:GO_Central.,1.C cation,L1. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
704,Q561R8,GO:0005261; F:cation channel activity; IBA:GO_Central.,1.C cation,L1. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
705,P0ABJ3,"GO:0009486; F:cytochrome bo3 ubiquinol oxidase activity; IDA:EcoCyc, GO:0009055; F:electron transfer activity; IDA:EcoCyc, GO:0015453; F:oxidoreduction-driven active transmembrane transporter activity; IDA:EcoCyc, GO:0015078; F:proton transmembrane transporter activity; IDA:EcoCyc, GO:0008827; F:cytochrome o ubiquinol oxidase activity; IEA:InterPro, GO:0004129; F:cytochrome-c oxidase activity; IEA:InterPro.","1.C. Cation,? Electron",VH. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IDA:EcoCyc,1.C inorganic cation,1.C inorganic cation,
706,P0ABJ1,"GO:0009486; F:cytochrome bo3 ubiquinol oxidase activity; IDA:EcoCyc, GO:0009055; F:electron transfer activity; IDA:EcoCyc, GO:0015453; F:oxidoreduction-driven active transmembrane transporter activity; IDA:EcoCyc, GO:0015078; F:proton transmembrane transporter activity; IDA:EcoCyc, GO:0048039; F:ubiquinone binding; IDA:EcoCyc, GO:0005507; F:copper ion binding; IEA:InterPro, GO:0008827; F:cytochrome o ubiquinol oxidase activity; IEA:InterPro, GO:0004129; F:cytochrome-c oxidase activity; IEA:InterPro.","1.C. Cation,? Electron",VH. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IDA:EcoCyc,1.C inorganic cation,1.C inorganic cation,
707,P0ABJ6,"GO:0009486; F:cytochrome bo3 ubiquinol oxidase activity; IDA:EcoCyc, GO:0009055; F:electron transfer activity; IDA:EcoCyc, GO:0015453; F:oxidoreduction-driven active transmembrane transporter activity; IDA:EcoCyc, GO:0015078; F:proton transmembrane transporter activity; IDA:EcoCyc, GO:0008827; F:cytochrome o ubiquinol oxidase activity; IEA:InterPro.","1.C. Cation,? Electron",VH. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IDA:EcoCyc,1.C inorganic cation,1.C inorganic cation,
708,P59158,"GO:0005215; F:transporter activity; IDA:UniProtKB, GO:0019899; F:enzyme binding; ISO:MGI, GO:0015081; F:sodium ion transmembrane transporter activity; ISO:MGI, GO:0015378; F:sodium:chloride symporter activity; ISO:MGI.","1.C. Cation, 1.D. Anions",MC.H. CONFIDANCE,,"1.C inorganic cation;1.C inorganic cation,1.D inorganic anion",,"1.C inorganic cation*ISO:MGI;1.C inorganic cation,1.D inorganic anion*ISO:MGI.","1.C inorganic cation,1.C inorganic cation,1.D inorganic anion",MC,
709,Q99MR3,GO:0015379; F:potassium:chloride symporter activity; IBA:GO_Central.,"1.C. Cation, 1.D anion",MC.VH. CONFIDANCE,,"1.C inorganic cation,1.D inorganic anion",,"1.C inorganic cation,1.D inorganic anion*IBA:GO_Central.","1.C inorganic cation,1.D inorganic anion",MC,
710,P55016,GO:0008511; F:sodium:potassium:chloride symporter activity; IDA:RGD.,"1.C. Cation, 1.D. Anions",MC.VH. CONFIDANCE,"1.D inorganic anion,1.C inorganic cation",,,"1.D inorganic anion,1.C inorganic cation*IDA:RGD.","1.D inorganic anion,1.C inorganic cation",MC,
711,Q9UKG4,"GO:0005215; F:transporter activity; IBA:GO_Central, GO:0015382; F:sodium:sulfate symporter activity; TAS:Reactome.","1.C. Cation, 1.D. Anions",MC.VH. CONFIDANCE,,"1.C inorganic cation,1.D inorganic anion",,"1.C inorganic cation,1.D inorganic anion*TAS:Reactome.","1.C inorganic cation,1.D inorganic anion",MC,
712,Q9UHW9,"GO:0015079; F:potassium ion transmembrane transporter activity; IDA:ParkinsonsUK-UCL, GO:0015379; F:potassium:chloride symporter activity; IDA:UniProtKB, GO:0019901; F:protein kinase binding; IPI:ParkinsonsUK-UCL.","1.C. Cation, 1.D. Anions",MC.VH. CONFIDANCE,"1.C inorganic cation;1.C inorganic cation,1.D inorganic anion",,,"1.C inorganic cation*IDA:ParkinsonsUK-UCL;1.C inorganic cation,1.D inorganic anion*IDA:UniProtKB","1.C inorganic cation,1.C inorganic cation,1.D inorganic anion",MC,
713,P92942,"GO:0009671; F:nitrate:proton symporter activity; IDA:TAIR, GO:0005247; F:voltage-gated chloride channel activity; IBA:GO_Central.","1.C Cation,1.D. Anions",MC.VH. CONFIDANCE,"1.C inorganic cation,1.D inorganic anion",1.D inorganic anion,,"1.C inorganic cation,1.D inorganic anion*IDA:TAIR;1.D inorganic anion*IBA:GO_Central.","1.C inorganic cation,1.D inorganic anion,1.D inorganic anion",MC,
714,Q5XXA6,"GO:0005227; F:calcium activated cation channel activity; IDA:UniProtKB, GO:0005229; F:intracellular calcium activated chloride channel activity; IDA:UniProtKB, GO:0005254; F:chloride channel activity; IMP:UniProtKB, GO:0015111; F:iodide transmembrane transporter activity; IMP:UniProtKB, GO:0005247; F:voltage-gated chloride channel activity; ISS:UniProtKB, GO:0046983; F:protein dimerization activity; IEA:InterPro.","1.C cation 1.D. Anions, 2.C. Di- and tricarboxylates",MC.VH. CONFIDANCE,1.C inorganic cation;1.D inorganic anion,,,1.C inorganic cation*IDA:UniProtKB;1.D inorganic anion*IDA:UniProtKB,"1.C inorganic cation,1.D inorganic anion",MC,
715,Q8CJ44,"GO:0015137; F:citrate transmembrane transporter activity; IDA:RGD, GO:0005343; F:organic acid:sodium symporter activity; IDA:RGD, GO:0017153; F:sodium:dicarboxylate symporter activity; IDA:RGD, GO:0015141; F:succinate transmembrane transporter activity; IDA:RGD.","1.C. Cation,2.C. Di- and tricarboxylates",MC.VH. CONFIDANCE,"2.A organic anion;1.C inorganic cation,7.D Other organic;4.C tricarboxylic acid,1.C inorganic cation",,,"2.A organic anion*IDA:RGD;1.C inorganic cation,7.D Other organic*IDA:RGD;4.C tricarboxylic acid,1.C inorganic cation*IDA:RGD","2.A organic anion,1.C inorganic cation,7.D Other organic,4.C tricarboxylic acid,1.C inorganic cation","2.A organic anion,4.C tricarboxylic acid",
716,Q9M9E1,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.","1.C. Cation, 6.A. Multiple drugs",MC.M1. CONFIDANCE,NA,NA,NA,NA,NA,NA,
717,P38329,GO:0015379; F:potassium:chloride symporter activity; IMP:SGD.,"1.C. Cation, 1.D. Anions",MC.H. CONFIDANCE,"1.C inorganic cation,1.D inorganic anion",,,"1.C inorganic cation,1.D inorganic anion*IMP:SGD.","1.C inorganic cation,1.D inorganic anion",MC,
718,Q8CJI3,GO:0015379; F:potassium:chloride symporter activity; IBA:GO_Central.,"1.C. Cation, 1.D. Anions",MC.H. CONFIDANCE,,"1.C inorganic cation,1.D inorganic anion",,"1.C inorganic cation,1.D inorganic anion*IBA:GO_Central.","1.C inorganic cation,1.D inorganic anion",MC,
719,A0AV02,GO:0015379; F:potassium:chloride symporter activity; IBA:GO_Central.,"1.C. Cation, 1.D anion",MC.H. CONFIDANCE,,"1.C inorganic cation,1.D inorganic anion",,"1.C inorganic cation,1.D inorganic anion*IBA:GO_Central.","1.C inorganic cation,1.D inorganic anion",MC,
720,Q9BZW2,GO:0015382; F:sodium:sulfate symporter activity; IBA:GO_Central.,"1.C Cation,1.D. Anions",MC.H. CONFIDANCE,,"1.C inorganic cation,1.D inorganic anion",,"1.C inorganic cation,1.D inorganic anion*IBA:GO_Central.","1.C inorganic cation,1.D inorganic anion",MC,
721,Q5BL44,"GO:0005315; F:inorganic phosphate transmembrane transporter activity; IBA:GO_Central, GO:0015319; F:sodium:inorganic phosphate symporter activity; IBA:GO_Central.","1.C Cation,1.D. Anions",MC.H. CONFIDANCE,,"1.D inorganic anion;1.C inorganic cation,1.D inorganic anion",,"1.D inorganic anion*IBA:GO_Central;1.C inorganic cation,1.D inorganic anion*IBA:GO_Central.","1.D inorganic anion,1.C inorganic cation,1.D inorganic anion",MC,
722,Q09573,GO:0015379; F:potassium:chloride symporter activity; IBA:GO_Central.,"1.C. Cation, 1.D. Anions",MC.L1. CONFIDANCE,,"1.C inorganic cation,1.D inorganic anion",,"1.C inorganic cation,1.D inorganic anion*IBA:GO_Central.","1.C inorganic cation,1.D inorganic anion",MC,
723,Q2UVJ5,"GO:0008511; F:sodium:potassium:chloride symporter activity; IDA:TAIR, GO:0015379; F:potassium:chloride symporter activity; IBA:GO_Central.","1.C. Cation, 1.D. Anions",MC.VH. CONFIDANCE,"1.D inorganic anion,1.C inorganic cation","1.C inorganic cation,1.D inorganic anion",,"1.D inorganic anion,1.C inorganic cation*IDA:TAIR;1.C inorganic cation,1.D inorganic anion*IBA:GO_Central.","1.D inorganic anion,1.C inorganic cation,1.C inorganic cation,1.D inorganic anion",MC,
724,P40035,"GO:0005375; F:copper ion transmembrane transporter activity; IDA:SGD, GO:0005315; F:inorganic phosphate transmembrane transporter activity; IDA:SGD, GO:0015114; F:phosphate ion transmembrane transporter activity; IBA:GO_Central.","1.C Cation,1.D. Anions",MC.VH. CONFIDANCE,1.C inorganic cation;1.D inorganic anion,,,1.C inorganic cation*IDA:SGD;1.D inorganic anion*IDA:SGD,"1.C inorganic cation,1.D inorganic anion",MC,
725,Q14916,"GO:0005436; F:sodium:phosphate symporter activity; IBA:GO_Central, GO:0015321; F:sodium-dependent phosphate transmembrane transporter activity; TAS:Reactome.","1.C. Cation, 1.D. Anions, 4.A. (Nucleo)bases",MC.H. CONFIDANCE,,"1.C inorganic cation,1.D inorganic anion;1.D inorganic anion",,"1.C inorganic cation,1.D inorganic anion*IBA:GO_Central;1.D inorganic anion*TAS:Reactome.","1.C inorganic cation,1.D inorganic anion,1.D inorganic anion",MC,
726,P25613,"GO:0015123; F:acetate transmembrane transporter activity; IMP:SGD, GO:0008519; F:ammonium transmembrane transporter activity; IMP:SGD.","1.C. Cations,2.B. Monocarboxylates",MC.H. CONFIDANCE,2.A organic anion;unspecificed cation,,,2.A organic anion*IMP:SGD;unspecificed cation*IMP:SGD.,"2.A organic anion,unspecificed cation","2.A organic anion,unspecificed cation",
727,Q8BYF6,"GO:0015129; F:lactate transmembrane transporter activity; IDA:MGI, GO:0140161; F:monocarboxylate:sodium symporter activity; IDA:MGI, GO:0005343; F:organic acid:sodium symporter activity; IDA:MGI, GO:0015552; F:propionate transmembrane transporter activity; IDA:MGI, GO:0015636; F:short-chain fatty acid transmembrane transporter activity; IDA:MGI.","1.C. Cations, 2.B. Monocarboxylates",MC.VH. CONFIDANCE,"2.A organic anion;4.A monocarboxylic acid,1.C inorganic cation;1.C inorganic cation,7.D Other organic;2.A organic anion",,,"2.A organic anion*IDA:MGI;4.A monocarboxylic acid,1.C inorganic cation*IDA:MGI;1.C inorganic cation,7.D Other organic*IDA:MGI;4.A monocarboxylic acid*IDA:MGI.","2.A organic anion,4.A monocarboxylic acid,1.C inorganic cation,1.C inorganic cation,7.D Other organic,4.A monocarboxylic acid","2.A organic anion,4.A monocarboxylic acid",
728,Q4PKH3,"GO:0005247; F:voltage-gated chloride channel activity; IBA:GO_Central, GO:0015297; F:antiporter activity; IEA:UniProtKB-KW, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",1.D. Anions,H. CONFIDANCE,,1.D inorganic anion,,1.D inorganic anion*IBA:GO_Central,1.D inorganic anion,1.D inorganic anion,
729,Q8NG04,"GO:0015301; F:anion:anion antiporter activity; IBA:GO_Central, GO:0015106; F:bicarbonate transmembrane transporter activity; IBA:GO_Central, GO:0005254; F:chloride channel activity; IBA:GO_Central, GO:0019531; F:oxalate transmembrane transporter activity; IBA:GO_Central, GO:0015116; F:sulfate transmembrane transporter activity; IBA:GO_Central, GO:0008271; F:secondary active sulfate transmembrane transporter activity; IEA:InterPro.",1.D. Anions,H. CONFIDANCE,,unspecificed anion;2.A organic anion;1.D inorganic anion,,unspecificed anion*IBA:GO_Central;2.A organic anion*IBA:GO_Central;1.D inorganic anion*IBA:GO_Central,"unspecificed anion,2.A organic anion,1.D inorganic anion",2.A organic anion,
730,P40879,"GO:0015106; F:bicarbonate transmembrane transporter activity; ISS:UniProtKB, GO:0015108; F:chloride transmembrane transporter activity; ISS:UniProtKB, GO:0015301; F:anion:anion antiporter activity; IBA:GO_Central, GO:0005254; F:chloride channel activity; IBA:GO_Central, GO:0019531; F:oxalate transmembrane transporter activity; IBA:GO_Central, GO:0015116; F:sulfate transmembrane transporter activity; IBA:GO_Central, GO:0003700; F:DNA binding transcription factor activity; TAS:ProtInc, GO:0005452; F:inorganic anion exchanger activity; TAS:Reactome, GO:0003712; F:transcription cofactor activity; TAS:ProtInc, GO:0005215; F:transporter activity; TAS:ProtInc, GO:0008271; F:secondary active sulfate transmembrane transporter activity; IEA:InterPro.", 1.D. Anions,H. CONFIDANCE,,2.A organic anion;1.D inorganic anion;unspecificed anion,,2.A organic anion*ISS:UniProtKB;1.D inorganic anion*ISS:UniProtKB;unspecificed anion*IBA:GO_Central,"2.A organic anion,1.D inorganic anion,unspecificed anion",2.A organic anion,
